,simulation_file_name,timestamp,simulation_initial_debt_volume,price,collateral_volume,debt_volume,available_d_l,ucr,min_ucr
0,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971231305404.2,512672.5747157747,195.0562696969697,119780000.0,507545.8489686169,5126.725747157747,1.2,1.2
1,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971291772972.5,512672.5747157747,195.24552219321149,119780000.0,507545.8489686169,0.0,1.2087262285395146,1.2
2,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971346517635.0,512672.5747157747,195.06174406865222,119780000.0,507545.8489686169,0.0,1.2098650343081556,1.2
3,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971411940287.5,512672.5747157747,195.34640661029977,119780000.0,507545.8489686169,0.0,1.2081019957056403,1.2
4,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971474214337.2,512672.5747157747,195.41215600775195,119780000.0,507545.8489686169,0.0,1.2076955113809125,1.2
5,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971527558809.2,512672.5747157747,195.63398283534647,119780000.0,507545.8489686169,0.0,1.206326121154802,1.2
6,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971590892851.0,512672.5747157747,195.28859822119102,119780000.0,507545.8489686169,0.0,1.2084596122326006,1.2
7,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971650908621.8,512672.5747157747,194.82502415458939,119780000.0,507545.8489686169,0.0,1.2113350669602334,1.2
8,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971704005628.0,512672.5747157747,194.58494565217387,119780000.0,507545.8489686169,0.0,1.212829609653783,1.2
9,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971769485077.5,512672.5747157747,194.34592158447856,119780000.0,507545.8489686169,0.0,1.2143212564264927,1.2
10,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971829701042.0,512672.5747157747,194.16863176530097,119780000.0,507545.8489686169,0.0,1.2154300184032243,1.2
11,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971885991557.2,512672.5747157747,193.90324394463664,119780000.0,507545.8489686169,0.0,1.217093530148526,1.2
12,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971947721422.0,512672.5747157747,193.94849000740194,119780000.0,507545.8489686169,0.0,1.2168095955313798,1.2
13,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972002759159.5,512672.5747157747,193.95754675467552,119780000.0,507545.8489686169,0.0,1.2167527772370097,1.2
14,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972079710378.8,512672.5747157747,193.72074819401448,119780000.0,507545.8489686169,0.0,1.218240100143906,1.2
15,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972130950036.5,512672.5747157747,194.24253158406222,119780000.0,507545.8489686169,0.0,1.2149676065032944,1.2
16,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972189077866.0,512672.5747157747,194.28684554973827,119780000.0,507545.8489686169,0.0,1.2146904903009093,1.2
17,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972244237720.0,512672.5747157747,194.57489752348425,119780000.0,507545.8489686169,0.0,1.2128922419262471,1.2
