,simulation_file_name,timestamp,simulation_initial_debt_volume,price,collateral_volume,debt_volume,available_d_l,total_liquidations,open_liquidation,ucr,min_ucr
0,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971231305404.2,19505626969.69697,0.005126725747157747,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.6,1.6
1,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971291772972.5,19505626969.69697,0.005119275315285919,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.6023285895484718,1.6
2,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971346517635.0,19505626969.69697,0.005126513440506727,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.6000662615334134,1.6
3,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971411940287.5,19505626969.69697,0.005115315918120662,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.6035688365589829,1.6
4,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971474214337.2,19505626969.69697,0.005112734663395139,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.604378426711725,1.6
5,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971527558809.2,19505626969.69697,0.005104043695719001,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.6071103000807834,1.6
6,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971590892851.0,19505626969.69697,0.00511759608772584,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.6028543587341886,1.6
7,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971650908621.8,19505626969.69697,0.0051358833483576135,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.5971470999386166,1.5971470999386166
8,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971704005628.0,19505626969.69697,0.005145394178915742,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.5941949071783095,1.5941949071783095
9,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971769485077.5,19505626969.69697,0.005154892421580467,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.5912574937766528,1.5912574937766528
10,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971829701042.0,19505626969.69697,0.005161955823326119,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.5890800844101227,1.5890800844101227
11,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971885991557.2,19505626969.69697,0.005172560532396271,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.585822175318717,1.585822175318717
12,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971947721422.0,19505626969.69697,0.005170750690754082,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.5863772372781206,1.585822175318717
13,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972002759159.5,19505626969.69697,0.0051703885309180185,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.5864883550629354,1.585822175318717
14,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972079710378.8,19505626969.69697,0.0051798745255537985,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.5835829912454122,1.5835829912454122
15,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972130950036.5,19505626969.69697,0.005159030888631629,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.5899810201811133,1.5835829912454122
16,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972189077866.0,19505626969.69697,0.005157266041547289,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.590525121134025,1.5835829912454122
17,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972244237720.0,19505626969.69697,0.00514582215641569,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.594062318151704,1.5835829912454122
18,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972314510725.2,19505626969.69697,0.005163999435789173,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.5884512183721478,1.5835829912454122
19,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972367328362.8,19505626969.69697,0.005162508342461851,160000000.0,19505626969.69697,1950562696.9696972,0.0,0.0,1.5889100125968483,1.5835829912454122
